"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"24","100116_at","Pclaf","68026","PCNA clamp associated factor",0.222983336940851,5.62422654028062,1.60977472608737,0.120445325734249,0.280609238541462,-6.2230723327087
"25","100122_at","Gnb5","14697","guanine nucleotide binding protein (G protein), beta 5",0.459681378318126,8.1215428950329,3.36607140788127,0.00254789464924519,0.0166994540866191,-2.68099531056609
"26","100123_f_at","Itgb1","16412","integrin beta 1 (fibronectin receptor beta)",0.265433474940441,8.54026790695036,1.98921744611482,0.0581216522878821,0.176145843145448,-5.59889858537806
"27","100125_at","Pa2g4","18813","proliferation-associated 2G4",0.211794525362585,5.10414585899185,1.74244215089961,0.0941567169104792,0.241041195290827,-6.01635621531352
"28","100127_at","Crabp2","12904","cellular retinoic acid binding protein II",-0.270265266809441,5.17990462550807,-1.51278426406092,0.143314901992199,0.315321766162816,-6.36582902344036
"29","100128_at","Cdk1","12534","cyclin-dependent kinase 1",0.397351844571739,6.60977498991531,2.96111929677038,0.00677843114437689,0.0362404574205506,-3.61951095828666
"30","100131_at","Scg5","20394","secretogranin V",-0.0637686956478278,6.7315675159835,-0.407980413406293,0.686883355100986,0.830431508744172,-7.41465638412401
"31","100133_at","Fyn","14360","Fyn proto-oncogene",0.196415306182558,7.44162142948989,1.49968233523132,0.146660106624606,0.320414048207975,-6.38455412088695
"32","100134_at","Eng","13805","endoglin",0.187704684344066,7.28914868015072,1.78087744785119,0.0875194724883372,0.230280982024936,-5.95408497590673
"33","100138_f_at","Rbm14","56275","RNA binding motif protein 14",0.0434770692017619,7.10568849114818,0.425839594974704,0.673996835431508,0.823262375485461,-7.40698099192908
"34","100139_at","Pcsk1n","30052","proprotein convertase subtilisin/kexin type 1 inhibitor",0.0300020494465798,8.81187607640249,0.112868242030982,0.911068216076805,0.958494718512791,-7.49415864248339
"35","100142_at","Dgcr2","13356","DiGeorge syndrome critical region gene 2",-0.0374783628497184,7.56508370754644,-0.336841380761859,0.739146874633411,0.862404074639304,-7.44200501250615
"36","100144_at","Ncl","17975","nucleolin",0.0820854341451458,9.08602952250282,0.723933543243552,0.47606293326643,0.678397473993289,-7.23161403374171
"37","100148_at","Ctcf","13018","CCCTC-binding factor",0.39514380199527,7.31284152929782,2.95635887072524,0.00685532440031759,0.0365617301350272,-3.63023218964002
"38","100151_at","Serinc3","26943","serine incorporator 3",-0.136399160568329,8.75622242610545,-1.14543028443897,0.263257994156243,0.472832302871375,-6.83755587820976
"39","100153_at","Ncam1","17967","neural cell adhesion molecule 1",0.20019236685622,9.58102838848639,1.33767297740728,0.193467718694857,0.388721842917829,-6.6047291462951
"40","100154_at","Tapbp","21356","TAP binding protein",0.0184966503397082,5.69816095027221,0.101687377205142,0.919844601239064,0.963688903368418,-7.49540344331892
"41","100155_at","Ddr1","12305","discoidin domain receptor family, member 1",-0.20543150375795,8.40514339825888,-1.45372509717274,0.158898433805553,0.337659171836799,-6.44916300256788
"42","100156_at","Mcm5","17218","minichromosome maintenance complex component 5",0.0211302343701369,7.39469478468923,0.16695357862635,0.868796948416608,0.934504280649797,-7.48630831715865
"43","100213_f_at","Rpl41","67945","ribosomal protein L41",0.0290231847497751,12.6647704807915,0.231600041785463,0.818800261751385,0.904880329898941,-7.47295498584013
"44","100290_f_at","Haus6","230376","HAUS augmin-like complex, subunit 6",0.501760508954264,4.30543077115261,2.24596722481147,0.0341217836907877,0.12172787817627,-5.1232873486723
"45","100317_at","Ppef2","19023","protein phosphatase, EF hand calcium-binding domain 2",0.173978358890518,7.38632156307028,1.24218985572485,0.226097171527311,0.428187506739277,-6.72433378269395
"46","100331_g_at","Prdx2","21672","peroxiredoxin 2",-0.217118744335664,10.4680128646016,-1.94775163286621,0.0631627770633136,0.187506415947845,-5.67189304920295
"47","100343_f_at","Tuba1a","22142","tubulin, alpha 1A",0.0444276628678253,12.0244435230602,0.407378403143863,0.687319461051587,0.830431508744172,-7.4149094637316
"48","100346_at","Fgf9","14180","fibroblast growth factor 9",-0.00367354292719746,5.37031096484902,-0.0277567341444996,0.978084326380068,0.991660649895211,-7.50037050205406
"49","100369_at","St6galnac6","50935","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",-0.236910040764402,7.14552338165272,-1.78096794597004,0.0875043303112798,0.230280982024936,-5.95393712129107
"50","100370_at","Slc12a5","57138","solute carrier family 12, member 5",-0.134211748913745,6.95023433340813,-1.23026429464761,0.230450489446862,0.433414230800667,-6.73872716036116
"51","100381_at","Acta1","11459","actin, alpha 1, skeletal muscle",-0.172251640048982,5.64127802149867,-0.877028643600957,0.389114348747985,0.602832486673845,-7.10769849997663
"52","100386_at","Gnaz","14687","guanine nucleotide binding protein, alpha z subunit",0.679318628817803,8.01417785569761,2.5594571941108,0.0171631393307889,0.0759085186662533,-4.49296269114369
"53","100393_at","Vip","22353","vasoactive intestinal polypeptide",0.282646168799677,5.19148447168803,1.9552192006641,0.0622274949574728,0.185235333826896,-5.65882968173372
"54","100395_at","Gli2","14633","GLI-Kruppel family member GLI2",-0.0548689573624621,5.87960886308135,-0.46696469984852,0.644711667566135,0.805460335047308,-7.38807636548767
"55","100397_at","Tyrobp","22177","TYRO protein tyrosine kinase binding protein",-0.315027493380305,5.62109590327186,-2.28335115405969,0.03150045937485,0.115365289644682,-5.05083058014438
"56","100398_at","Kif3a","16568","kinesin family member 3A",-0.274566450250314,4.97349950912221,-1.58328295931076,0.12636916890114,0.290421351836458,-6.26278097583626
"57","100405_at","Cbx3","12417","chromobox 3",-0.0058295192448119,6.94421956597037,-0.0201677181571296,0.984075322903936,0.992897403552687,-7.50055931193952
"58","100408_at","Pole3","59001","polymerase (DNA directed), epsilon 3 (p17 subunit)",0.0393088505620245,5.77455184997086,0.277279863551508,0.783925450603554,0.887223827543983,-7.46091969321203
"59","100410_at","Larp7","28036","La ribonucleoprotein domain family, member 7",0.175825638197606,5.50983940649055,1.3653589019244,0.184727408641603,0.377788384590346,-6.56861896276927
"60","100422_i_at","Stat5a","20850","signal transducer and activator of transcription 5A",0.237615491583827,7.39154038739956,1.78833871613822,0.0862785703912367,0.228674992900525,-5.94187552822787
"61","100427_at","Ptpro","19277","protein tyrosine phosphatase, receptor type, O",0.106319428717474,7.14396268242384,0.799961946922252,0.43153361102082,0.644486710762734,-7.17288556632743
"62","100440_f_at","Ank1","11733","ankyrin 1, erythroid",0.0935410780006158,7.94687611031036,0.924892386332334,0.364174189027453,0.582938941065772,-7.06438521345218
"63","100453_at","Camk2b","12323","calcium/calmodulin-dependent protein kinase II, beta",-1.63298497388951,8.73583519530484,-14.0441501985057,4.08929011570963e-13,3.86882403990615e-11,20.0535688364963
"64","100454_at","Ptpru","19273","protein tyrosine phosphatase, receptor type, U",0.372496340115326,8.24736410482426,3.38919987182748,0.00240703467457312,0.0159200834403377,-2.62598921801871
"65","100455_at","Snap91","20616","synaptosomal-associated protein 91",0.710030006560093,7.15903321441933,4.15659170774107,0.00035089734814319,0.00310387247788448,-0.741802311884369
"66","100459_at","Rad50","19360","RAD50 double strand break repair protein",0.171955311542233,5.69419335516,1.44857362254156,0.160320091194254,0.340169090753518,-6.4563003426842
"67","100461_at","Polr2j","20022","polymerase (RNA) II (DNA directed) polypeptide J",0.0325880879652756,7.66735453375979,0.286008031399465,0.777311552870506,0.882913246376524,-7.45837569297845
"68","100465_i_at","Gm1673","381633","predicted gene 1673",0.00817888080193541,8.13431130319126,0.0418095713009406,0.966994334348351,0.98741420532239,-7.49986300566447
"69","100472_at","Enah","13800","ENAH actin regulator",0.105225836548931,5.67193759916427,0.696141722198903,0.492987574768867,0.693433072202363,-7.25168256851934
"70","100474_at","St8sia2","20450","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",0.100962006514308,7.40024550747146,0.905428937861963,0.374185184208713,0.591734709911453,-7.08225765556119
"71","100475_at","Trim25","217069","tripartite motif-containing 25",0.0828200158487125,5.89318719488091,0.738947838897656,0.467062112029599,0.670838126363199,-7.22045931014803
"72","100479_at","Dnmt3a","13435","DNA methyltransferase 3A",0.181384218826508,5.92098271625589,1.08126525746652,0.290261101392041,0.50008563470236,-6.90809436887104
"73","100486_at","Ezh1","14055","enhancer of zeste 1 polycomb repressive complex 2 subunit",0.199624600131433,6.23365885352505,1.45638502698362,0.158168349997619,0.336765488840331,-6.4454693671256
"74","100489_at","Pde7a","18583","phosphodiesterase 7A",-0.178180342775492,5.96119327365104,-1.32446733210065,0.197748873948592,0.393688517577434,-6.6217285390508
"75","100491_at","Slc16a2","20502","solute carrier family 16 (monocarboxylic acid transporters), member 2",-0.028109884791073,6.3081093736094,-0.256421228142522,0.799797875746829,0.895028100994594,-7.46668194125559
"76","100494_at","Fgf1","14164","fibroblast growth factor 1",-0.249182844992591,6.31556749005766,-2.35420403635361,0.0270300681829286,0.104657345847069,-4.91141225028992
"77","100495_at","Dvl2","13543","dishevelled segment polarity protein 2",0.0603208349632443,6.79308126470866,0.56680258493916,0.576080183966183,0.751199435000268,-7.33508886433375
"78","100498_g_at","Stx3","20908","syntaxin 3",0.068321062142144,7.74718359086322,0.365218060459873,0.718128532501016,0.851115297778982,-7.43171520683353
"79","100505_at","Rit2","19762","Ras-like without CAAX 2",0.349483212092568,5.58353698958248,2.52043134352162,0.0187332317349979,0.0807198262482284,-4.57411568698859
"80","100508_at","Mfng","17305","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase",-0.986228640410889,7.71710870742481,-7.01689488522862,2.86264892027579e-07,6.16744955497043e-06,6.39820091565365
"81","100510_at","Sncb","104069","synuclein, beta",-0.250062407350879,8.36884433840374,-1.94434315561343,0.063593763402396,0.188301657253139,-5.67784357272456
"82","100521_at","Ovgp1","12659","oviductal glycoprotein 1",-0.352647086315137,5.78473305250571,-2.62743278612789,0.0147176799508379,0.0679950564183086,-4.34992365190184
"83","100522_s_at","Tceal9","22381","transcription elongation factor A like 9",0.255738588362471,8.65261226191335,1.86652210531636,0.0741599098148168,0.20635800991949,-5.81161394202578
"84","100530_at","Ralgds","19730","ral guanine nucleotide dissociation stimulator",-0.08730470535642,8.34733803742416,-0.786425796608693,0.439269011405225,0.649354190772941,-7.18374959030613
"85","100539_at","Acot7","70025","acyl-CoA thioesterase 7",0.0259020718020571,8.25888858170281,0.185774768537226,0.85417329984962,0.926476508537707,-7.48286626242089
"86","100540_at","Lta4h","16993","leukotriene A4 hydrolase",-0.497731004807282,8.01481715578947,-3.81218209713029,0.000839017763864488,0.00663891874243319,-1.5994253892239
"87","100543_s_at","Brd7","26992","bromodomain containing 7",-0.0627461718264026,7.90352727258245,-0.590428091393822,0.560389992088814,0.742632044291008,-7.32109000547221
"88","100553_at","Trim27","19720","tripartite motif-containing 27",-0.0239605282807975,7.61370665453699,-0.233752967298046,0.817147370567172,0.904880329898941,-7.47243603214828
"89","100554_at","Pdlim1","54132","PDZ and LIM domain 1 (elfin)",-0.0465926863264992,5.48586364397445,-0.449418129025918,0.657138536584089,0.815241422808995,-7.39635177210528
"90","100555_at","Rcan1","54720","regulator of calcineurin 1",-0.130472159183794,7.35846277657027,-0.984803027981684,0.334487287413426,0.554251232762906,-7.00715843168464
"91","100561_at","Iqgap1","29875","IQ motif containing GTPase activating protein 1",0.104045580308794,5.61422742059811,0.580052978482493,0.567253176045789,0.746624182004974,-7.32730604220091
"92","100568_at","Abce1","24015","ATP-binding cassette, sub-family E (OABP), member 1",-0.079116295703713,7.91164744173242,-0.749222281288287,0.460960982092475,0.665217753316192,-7.21269993235146
"93","100570_at","Nub1","53312","negative regulator of ubiquitin-like proteins 1",-0.0419265839731535,7.3287670711326,-0.344474011629386,0.733472244176889,0.858545241166708,-7.43931826846579
"94","100571_at","Laptm4b","114128","lysosomal-associated protein transmembrane 4B",0.226801116039477,9.8596421007115,2.15772604827151,0.0411111706022892,0.138479732555079,-5.29117864497812
"95","100573_f_at","Gpi1","14751","glucose phosphate isomerase 1",0.44940390582254,7.81511058806181,2.4660380529151,0.0211449704823603,0.0886540573595686,-4.68600672556987
"96","100575_at","Naa10","56292","N(alpha)-acetyltransferase 10, NatA catalytic subunit",0.051181812380328,5.64835372319974,0.345386540785792,0.732794833867257,0.858213971202988,-7.43899306170896
"97","100576_at","Pafah1b3","18476","platelet-activating factor acetylhydrolase, isoform 1b, subunit 3",0.145185254737752,8.54587598078651,0.840620556771285,0.40880852001721,0.622075062627587,-7.1391985569472
"98","100595_at","Ptp4a2","19244","protein tyrosine phosphatase 4a2",0.476646925107801,8.05921290949065,3.2174277316893,0.00366359163865726,0.0223304633213395,-3.03115794273313
"99","100599_at","Atf4","11911","activating transcription factor 4",-0.103308566905904,9.62131233564102,-0.908755220820808,0.372461603281827,0.589866411019836,-7.0792284040732
"100","100600_at","Cd24a","12484","CD24a antigen",0.304370031458243,8.33973476029565,2.11203643624045,0.045215385919567,0.147359875295299,-5.37632484358083
"101","100603_at","Dync1i2","13427","dynein cytoplasmic 1 intermediate chain 2",0.509937868917303,5.68465354748237,2.88101733739915,0.00818873472195771,0.0423246716270308,-3.79882277001279
"102","100606_at","Prnp","19122","prion protein",-0.0134591443220788,9.8875661350969,-0.123009438091281,0.903117848904379,0.955829007400743,-7.49291751208405
"103","100607_at","Pld3","18807","phospholipase D family, member 3",-0.18825864747618,7.80531724289427,-1.65000427119669,0.111892829304146,0.269334951953343,-6.16176054749792
"104","100612_at","Rrm1","20133","ribonucleotide reductase M1",0.144179752236912,7.49506469237642,1.35917206677119,0.186653137897509,0.380844986988995,-6.57674340292613
"105","100616_at","Cenpa","12615","centromere protein A",0.225215297829574,6.67918145925618,1.66526142945985,0.108785177646607,0.264487761518454,-6.13819230382147
"106","100622_at","Prdx6","11758","peroxiredoxin 6",0.142219447866338,7.5932164933573,1.00277354725152,0.325914692242988,0.54385764595149,-6.98934646241542
"107","100629_at","Gstm5","14866","glutathione S-transferase, mu 5",-0.0763494671332072,7.67759520689847,-0.508130968780815,0.615972689231608,0.781093573291363,-7.36744127048684
"108","100675_at","Gabrr1","14408","gamma-aminobutyric acid (GABA) C receptor, subunit rho 1",-0.0101555207865038,6.46017489386392,-0.0730023837274239,0.942405631731312,0.97465525410995,-7.49800404358516
"109","100688_at","Crybb2","12961","crystallin, beta B2",1.56195983281708,6.55295932017356,5.50664836729356,1.13614069254339e-05,0.000159499493353188,2.68022354814299
"110","100696_at","Pde6a","225600","phosphodiesterase 6A, cGMP-specific, rod, alpha",1.49997746668205,6.69977405651609,6.37383404716815,1.33125701533427e-06,2.28095690186407e-05,4.84224347317751
"111","100718_at","Ptma","19231","prothymosin alpha",0.248062866148832,9.72898762647957,1.48098501521518,0.151543575309085,0.327861458922492,-6.41104189588772
"112","100720_at","Pabpc1","18458","poly(A) binding protein, cytoplasmic 1",0.232521516054787,10.3552735380193,1.10204898133086,0.281305097451627,0.491931577593038,-6.8856481621191
"113","100733_at","Psma2","19166","proteasome (prosome, macropain) subunit, alpha type 2",-0.0304882185876139,9.51091064082498,-0.214959677158744,0.831604096862711,0.914414409880885,-7.4768047610179
"114","100752_at","Rrh","20132","retinal pigment epithelium derived rhodopsin homolog",-0.122354872521509,7.14344451989281,-1.09602196483441,0.283881472606387,0.494129099508253,-6.89219710467657
"115","100757_at","Cacnb2","12296","calcium channel, voltage-dependent, beta 2 subunit",0.994373406787563,6.31252222006055,5.37879260963321,1.5673396493321e-05,0.000210526609688065,2.35696098033733
"116","100758_at","Rps28","54127","ribosomal protein S28",0.157808612540707,11.756377503546,1.15370610052553,0.259913727985583,0.467801713892993,-6.82819203172866
"117","100774_at","Synj2bp","24071","synaptojanin 2 binding protein",0.238269936323199,5.78804685119661,1.63605522054902,0.114798839204915,0.272444044745313,-6.1831567709116
"118","100780_at","Rps4x","20102","ribosomal protein S4, X-linked",0.28722704688705,10.4217302788652,2.28220834118088,0.0315777953036688,0.115365289644682,-5.05305701020067
"119","100877_at","1810058I24Rik","67705","RIKEN cDNA 1810058I24 gene",-0.309097905960561,7.58758176298602,-2.0479970487628,0.0515851578471968,0.160585555758942,-5.49354638830325
"120","100880_at","Gbp7","229900","guanylate binding protein 7",-0.171655268063045,4.67721767045709,-1.26303614786742,0.218637713222205,0.418467813730177,-6.69888079824873
"121","100885_at","Nek2","18005","NIMA (never in mitosis gene a)-related expressed kinase 2",0.138494577322041,6.58405830109231,1.10034349205905,0.282032427855159,0.492332514336772,-6.88750463772456
"122","100887_at","Smc6","67241","structural maintenance of chromosomes 6",0.0358030840566332,5.68742666210669,0.256858310596948,0.799464346714783,0.895028100994594,-7.46656579013609
"123","100890_at","Chaf1b","110749","chromatin assembly factor 1, subunit B (p60)",0.28896700312387,7.20833906057702,1.93704771495395,0.0645249232901067,0.189262681999653,-5.69055442929247
"124","100900_at","Hcfc1","15161","host cell factor C1",0.0766849192057215,7.91791797563175,0.530771235976295,0.600425983788409,0.767642150836415,-7.35536575764322
"125","100903_at","Parp2","11546","poly (ADP-ribose) polymerase family, member 2",-0.0532908821767233,7.3537450203678,-0.3951955893134,0.696168477678636,0.836016891516949,-7.41995176960829
"126","100907_at","Kcne1l","66240","potassium voltage-gated channel, Isk-related family, member 1-like, pseudogene",-0.45321420655353,7.11969936003599,-3.37704518687862,0.00248009007708883,0.0163041571230976,-2.654913222776
"127","100914_at","Gm2889","100040658","predicted gene 2889",-0.217411817529882,7.63073864302431,-1.62808597120181,0.116487223619577,0.27462210032091,-6.19531546307308
"128","100923_at","Myo10","17909","myosin X",-0.269498267619745,6.40834958810281,-2.41975773591323,0.0234200122802316,0.0945490662741818,-4.7800597305281
"129","100927_at","Pltp","18830","phospholipid transfer protein",0.111805941764585,6.58406552962125,0.647347137372094,0.523515124576354,0.716548501682246,-7.285088391177
"130","100946_at","Hspa1b","15511","heat shock protein 1B",1.64947026235903,5.99126168619872,12.9476012205556,2.33289085273053e-12,1.88013722057097e-10,18.2943313666421
"131","100948_at","Ank","11732","progressive ankylosis",-0.324750037258791,7.45602249148422,-3.04733603556657,0.00552052090762023,0.0310404483074461,-3.4239777790896
"132","100953_at","Timeless","21853","timeless circadian clock 1",-0.219269283935009,6.59063708375581,-1.73442801071328,0.0955934576690702,0.243573025629856,-6.02920782021339
"133","100955_at","Ube2t","67196","ubiquitin-conjugating enzyme E2T",0.811622617250589,3.84515275645896,3.93359367342411,0.000617658616011526,0.00503380205408645,-1.29885453065654
"134","100957_at","Ssbp1","381760","single-stranded DNA binding protein 1",-0.00773435617991236,6.34777642044669,-0.0559410197549042,0.955849149421453,0.982488308522003,-7.49914594681938
"135","100958_at","Spata13","219140","spermatogenesis associated 13",-0.447978461006207,5.76770486892418,-2.85824334929899,0.00863810691813089,0.0440467815173111,-3.84936969941089
"136","100964_at","Vti1b","53612","vesicle transport through interaction with t-SNAREs 1B",0.167069156213295,7.43605349000982,0.890200924541616,0.382142713893346,0.597801973710942,-7.09599320930982
"137","100968_at","Cstf3","228410","cleavage stimulation factor, 3' pre-RNA, subunit 3",0.0286761360467631,5.70107608265766,0.21156480525991,0.834222233613321,0.915414816108213,-7.47755507021802
"138","100970_at","Akt1","11651","thymoma viral proto-oncogene 1",-0.213819590833438,7.84022946606473,-1.75481120210723,0.091975379242406,0.236570242590397,-5.99643088794044
"139","100974_at","Ssbp4","76900","single stranded DNA binding protein 4",0.0879697286981411,7.88557015476043,0.596671058520342,0.556280945071426,0.738540168685432,-7.31729807399144
"140","100976_at","Ptpn9","56294","protein tyrosine phosphatase, non-receptor type 9",-0.147516739049591,8.29383224180218,-1.20235999636329,0.240883665994637,0.445716715309804,-6.77192646239859
"141","100977_at","Pdk1","228026","pyruvate dehydrogenase kinase, isoenzyme 1",0.307273354155334,6.53726722534509,2.86606756397033,0.00848114312925812,0.0434417517439968,-3.83202598667845
"142","100979_at","Rnf138","56515","ring finger protein 138",0.266409917192104,6.50895259351453,1.63539785669192,0.114937331376929,0.272444044745313,-6.18416150956757
"143","100983_at","Prep","19072","prolyl endopeptidase",-0.0750240423558193,6.8730687970066,-0.7086744376291,0.485313247492119,0.686996126525414,-7.24272592873571
"144","100985_at","Siah1a","20437","siah E3 ubiquitin protein ligase 1A",0.0138186225587056,9.00095840731037,0.127885085822346,0.899299120359899,0.954573115074703,-7.49228286499001
"145","100992_at","Phc1","13619","polyhomeotic 1",-0.3162650502338,7.91182661223063,-2.48766870728714,0.0201533493542164,0.0853763028097797,-4.64168324840873
"146","100994_at","Aatk","11302","apoptosis-associated tyrosine kinase",-0.118699989117096,8.11102604097756,-1.18001647580465,0.249489590689332,0.457362552097713,-6.79802255691091
"147","101004_f_at","Srsf3","20383","serine/arginine-rich splicing factor 3",0.345791178048747,7.30819941082661,1.86881244361459,0.0738283590541483,0.206226584469611,-5.80773485608148
"148","101006_at","Acat2","110460","acetyl-Coenzyme A acetyltransferase 2",-0.273495072509837,6.66529879745625,-1.29328595282411,0.208149642082228,0.406218494323702,-6.66128795693023
"149","101007_at","Mknk2","17347","MAP kinase-interacting serine/threonine kinase 2",0.0167607931878573,7.3669654163182,0.130693007495652,0.897101004457056,0.953578983568813,-7.49190618899965
"150","101008_at","Tcerg1","56070","transcription elongation regulator 1 (CA150)",0.174215053122448,5.33747585875812,1.36777199221807,0.18398055385843,0.376614943740305,-6.56544157152318
"151","101023_f_at","Sdhaf1","68332","succinate dehydrogenase complex assembly factor 1",-0.176105264377166,7.8946557685016,-1.75774481585709,0.0914643986994724,0.235978106587615,-5.99168913101867
"152","101027_s_at","Pttg1","30939","pituitary tumor-transforming gene 1",0.782066523977547,8.06845497306141,7.10190360936072,2.34520643819927e-07,5.20731551992002e-06,6.60030945079851
"153","101028_i_at","Actc1","11464","actin, alpha, cardiac muscle 1",0.0979275521369964,3.04689966629176,0.757512558248484,0.456072777975576,0.661168797384979,-7.20636448934895
"154","101030_at","Rhob","11852","ras homolog family member B",0.231590646203414,6.98447320416813,1.35856716768097,0.186842263301162,0.380844986988995,-6.57753604821865
"155","101031_at","Surf1","20930","surfeit gene 1",-0.089448687127879,7.16457714231335,-0.843172715816899,0.40740772850597,0.620811776771003,-7.13703142477828
"156","101040_at","Capn2","12334","calpain 2",-0.0573349995747297,6.39353392566481,-0.407474748992563,0.687249659124005,0.830431508744172,-7.41486898559264
"157","101044_at","Alad","17025","aminolevulinate, delta-, dehydratase",-0.532993799889125,7.58469933900404,-3.59801610720898,0.00143486979642011,0.0104075889233672,-2.12370583651668
"158","101045_at","Hsd17b10","15108","hydroxysteroid (17-beta) dehydrogenase 10",-0.155731719975996,7.46881936512523,-1.48571952989884,0.150294702432507,0.325831466131306,-6.4043608140723
"159","101047_at","Cd99","673094","CD99 antigen",-0.417365415815055,8.33464114877347,-2.24300446168459,0.0343377792761565,0.121890714037384,-5.12899641988145
"160","101056_at","Rdx","19684","radixin",0.314816328752732,7.27481929423013,2.2933269122546,0.0308326794144806,0.113892718412205,-5.03136538483949
"161","101058_at","Amy1","11722","amylase 1, salivary",-0.733152770361927,6.65662210604689,-4.87811267372481,5.57749635638708e-05,0.000659071997298572,1.0855502332909
"162","101060_at","Pdia3","14827","protein disulfide isomerase associated 3",0.0903947690715192,6.40869170320486,0.516688237405504,0.610074443052932,0.776328648001859,-7.36293763348266
"163","101065_at","Pcna","18538","proliferating cell nuclear antigen",0.496446864961626,7.81378195524677,3.63213829301185,0.00131777692991738,0.00975334217517085,-2.0407412340347
"164","101074_at","Ddost","13200","dolichyl-di-phosphooligosaccharide-protein glycotransferase",0.0463429332842562,5.83773609273838,0.295397440659816,0.770215710869731,0.880709084000281,-7.45555154306649
"165","101078_at","Bsg","12215","basigin",0.00474184690128787,10.1740113927944,0.0352219201678147,0.972192365101723,0.98883043263058,-7.50012643531862
